id	side_effect
bromocriptine	"Diabetes Mellitus, Non-Insulin-Dependent"
bromocriptine	Hypercholesterolemia
bromocriptine	Hypertensive disease
bromocriptine	Myocardial Infarction
bromocriptine	Cerebrovascular accident
budesonide	Hay fever
budesonide	Nasal Polyps
budesonide	Rhinitis
budesonide	"Rhinitis, Allergic, Perennial"
budesonide	Crohn Disease
budesonide	Asthma
budesonide	Croup
budesonide	Inflammation
budesonide	"Rhinitis, Vasomotor"
budesonide	Rhinitis perennial
budesonide	Ulcerative Colitis
bumetanide	Edema
bumetanide	Congestive heart failure
bumetanide	Kidney Diseases
bumetanide	Liver diseases
bumetanide	Nephrotic Syndrome
bumetanide	Acute pulmonary oedema
bumetanide	Hypersensitivity
bupivacaine	Muscle relaxation phase
bupivacaine	"Pain, Postoperative"
bupivacaine	Labor Pain
bupivacaine	Pain
bupivacaine	Chronic pain
bupivacaine	Atrioventricular Block
bupivacaine	Low Cardiac Output
bupivacaine	Comatose
bupivacaine	Cardiac Arrest
bupivacaine	Liver diseases
bupivacaine	Seizures
bupivacaine	Shivering
bupivacaine	Tremor
bupivacaine	Vasodilation
bupivacaine	Ventricular arrhythmia
bupivacaine	Agitation
bupivacaine	Respiratory arrest
bupivacaine	Excitability
bupivacaine	Total Peripheral Resistance
bupivacaine	Injury wounds
buprenorphine	Pain
buprenorphine	Opiate Addiction
buprenorphine	Chronic pain
buprenorphine	"Pain, Postoperative"
buprenorphine	Acute onset pain
buprenorphine	Opioid naive
bupropion	Depressive disorder
bupropion	Major Depressive Disorder
bupropion	Mental disorders
bupropion	"Major depressive disorder, single episode"
bupropion	Seasonal Affective Disorder
bupropion	Fatigue
bupropion	Guilt
bupropion	Suicide attempt
bupropion	Agitation
bupropion	Thought retardation
bupropion	Unable to concentrate
bupropion	Depressed mood
bupropion	Feeling suicidal (finding)
bupropion	Decreased interest
bupropion	Hypersomnia
bupropion	Sleeplessness
bupropion	Chronic Obstructive Airway Disease
bupropion	Nicotine Dependence
bupropion	Seizures
bupropion	Fatigability
bupropion	Dysphoria
bupropion	Generalized seizures
bupropion	Sexual Dysfunction
buspirone	Anxiety
buspirone	Psychotic Disorders
buspirone	Generalized Anxiety Disorder
buspirone	Hepatic impairment
buspirone	Renal Insufficiency
buspirone	Anxiety Disorders
buspirone	Mental disorders
buspirone	Blepharospasm
buspirone	Depressive disorder
buspirone	Diarrhea
buspirone	Dizziness
buspirone	Flushing
buspirone	Irritable Mood
buspirone	Pallor
buspirone	Paresthesia
buspirone	Schizophrenia
buspirone	Sweating
buspirone	Increased frequency of micturition
buspirone	Xerostomia
buspirone	Muscle strain
buspirone	Agitation
buspirone	Depressive Symptoms
buspirone	Lightheadedness
buspirone	Fatigability
buspirone	Myalgia
buspirone	Distractibility
buspirone	Tension
buspirone	Sensory Discomfort
buspirone	Trembling
buspirone	Pounding heart
buspirone	Upset stomach
buspirone	Shakiness
buspirone	Hyperactive behavior
buspirone	Tingling feet/hands
buspirone	Feeling jittery
buspirone	Mass of body structure
buspirone	Sleeplessness
buspirone	Impatience
butorphanol	Pain
butorphanol	"Pain, Postoperative"
butorphanol	Migraine Disorders
butorphanol	Acute onset pain
cabergoline	Parkinson Disease
cabergoline	Hyperprolactinemia
cabergoline	Pituitary Neoplasms
cabergoline	Mental disorders
cabergoline	Cleft Lip
cabergoline	Pituitary Adenoma
cabergoline	Death neonatal
cabergoline	Stillbirth
cabergoline	Amenorrhea
cabergoline	Anovulation
cabergoline	Breast Feeding
cabergoline	Empty Sella Syndrome
cabergoline	Oligomenorrhea
cabergoline	Prolactinoma
cabergoline	Galactorrhea not associated with childbirth
caffeine	Primary apnea of premature newborns
caffeine	Apnea
caffeine	Respiratory Depression
calcipotriol	Psoriasis
calcipotriol	Psoriasis of scalp
calcipotriol	Dermatologic disorders
calcipotriol	Plaque psoriasis
candesartan	Heart failure
candesartan	Congestive heart failure
candesartan	Hypertensive disease
candesartan	Left ventricular systolic dysfunction
capecitabine	Malignant neoplasm of breast
capecitabine	Malignant Neoplasms
capecitabine	Carcinoma breast stage IV
capecitabine	Colorectal cancer metastatic
capecitabine	Renal Insufficiency
capecitabine	Colorectal Cancer
capecitabine	Cardiotoxicity
capecitabine	Hyperbilirubinemia
capecitabine	Colorectal Carcinoma
capecitabine	Neoplasms
capsaicin	Neuralgia
capsaicin	Pain
capsaicin	Postherpetic neuralgia
capsaicin	Diabetic
captopril	"Diabetes Mellitus, Insulin-Dependent"
captopril	Diabetic Nephropathy
captopril	Heart failure
captopril	Congestive heart failure
captopril	Hypertensive disease
captopril	Myocardial Infarction
captopril	"Ventricular Dysfunction, Left"
captopril	Postinfarction
captopril	Hypotensive
captopril	Renal Insufficiency
captopril	Infarction
captopril	Exanthema
captopril	Malignant Hypertension
captopril	Kidney Diseases
captopril	"Diabetes Mellitus, Non-Insulin-Dependent"
captopril	Cerebrovascular accident
captopril	Vascular resistance
captopril	"Cardiac Output, High"
captopril	Fluid loss
captopril	Serum potassium increased
captopril	Microalbuminuria
captopril	Renin decreased
captopril	Hypertensive (finding)
captopril	Aldosterone low
captopril	Total Peripheral Resistance
captopril	Angioedema
captopril	Diabetes Mellitus
captopril	Retinal Diseases
captopril	Proteinuria
captopril	Collagen-vascular disease
carbamazepine	Epilepsy
carbamazepine	Facial Pain
carbamazepine	Headache
carbamazepine	Multiple Sclerosis
carbamazepine	Pain
carbamazepine	Seizures
carbamazepine	Status Epilepticus
carbamazepine	Trigeminal Neuralgia
carbamazepine	Unconscious State
carbamazepine	Glossopharyngeal Neuralgia
carbamazepine	Manic
carbamazepine	Mood Disorders
carbamazepine	"Seizures, Focal"
carbamazepine	"Epilepsies, Myoclonic"
carbamazepine	Absence Epilepsy
carbamazepine	Simple Partial Seizures
carbamazepine	Atonic seizures
carbamazepine	Tonic - clonic seizures
carbamazepine	Atrioventricular Block
carbamazepine	Bipolar Disorder
carbamazepine	"Epilepsies, Partial"
carbamazepine	Fasting
carbamazepine	Electroencephalogram abnormal
carbamazepine	Generalized seizures
carbamazepine	Mania acute
carbamazepine	Thrombophlebitis
carbamazepine	Ache
carbamazepine	Irritable Mood
carbamazepine	"Major depressive disorder, single episode"
carbamazepine	Depressed mood
carbamazepine	Manic episode
carbamazepine	Decreased interest
carbamazepine	Bipolar I disorder
carbamazepine	Diabetes Insipidus
carbamazepine	Diabetic Neuropathies
carbamazepine	Polyuria
carbamazepine	Polydipsia
carbamazepine	Alcohol withdrawal syndrome
carbimazole	Hyperthyroidism
carbimazole	Thyrotoxicosis
carbimazole	Toxic nodular goitre
carisoprodol	Sensory Discomfort
carteolol	Hypertensive disease
carteolol	"Glaucoma, Primary Open Angle"
carteolol	Chronic open angle glaucoma
carvedilol	Congestive heart failure
carvedilol	Hypertensive disease
carvedilol	Renal vessel disorder
carvedilol	"Angina, Unstable"
carvedilol	Cardiac Arrhythmia
carvedilol	Heart failure
carvedilol	Myocardial Infarction
carvedilol	Cerebrovascular accident
carvedilol	Vasodilation
carvedilol	Prostatism
carvedilol	"Ventricular Dysfunction, Left"
carvedilol	Ischemic cardiomyopathy
carvedilol	Atrial Pressure
carvedilol	Non-ischemic cardiomyopathy
carvedilol	Total Peripheral Resistance
carvedilol	Reflex tachycardia
carvedilol	Asthma
carvedilol	Dyspnea
carvedilol	Liver diseases
carvedilol	Hepatic impairment
carvedilol	Renal Insufficiency
carvedilol	Hypertensive (finding)
carvedilol	Essential Hypertension
carvedilol	Cardiac failure chronic
carvedilol	Ventricular Dysfunction
carvedilol	Drug Interactions
cefaclor	"Bronchitis, Chronic"
cefaclor	Communicable Diseases
cefaclor	Cystitis
cefaclor	Penicillin allergy
cefaclor	Pharyngitis
cefaclor	Rheumatic Fever
cefaclor	Tonsillitis
cefaclor	Upper Respiratory Infections
cefaclor	Urinary tract infection
cefaclor	Acute bronchitis
cefaclor	Community acquired pneumonia
cefaclor	Sinusitis bacterial
cefaclor	Atypical pneumonia
cefaclor	Bronchitis
cefaclor	Otitis Media
cefaclor	Pneumonia
cefaclor	Pyelonephritis
cefaclor	Respiratory Tract Infections
cefaclor	Renal Insufficiency
cefaclor	Lower respiratory tract infection
cefaclor	Bacterial Infections
cefaclor	"Skin Diseases, Infectious"
cefadroxil	Acute pharyngitis
cefadroxil	Communicable Diseases
cefadroxil	Pneumonia
cefadroxil	Tonsillitis
cefadroxil	Urinary tract infection
cefadroxil	Lower respiratory tract infection
cefadroxil	Pharyngitis
cefadroxil	Rheumatic Fever
cefadroxil	Renal Insufficiency
cefazolin	Communicable Diseases
cefazolin	Endocarditis
cefazolin	Respiratory Tract Infections
cefazolin	Rheumatic Fever
cefazolin	Septicemia
cefazolin	Bone and joint infections
cefazolin	Urinary tract infection
cefazolin	Soft Tissue Infections
cefazolin	Epididymitis
cefazolin	"Jaundice, Obstructive"
cefazolin	prostatitis
cefazolin	Streptococcal Infections
cefazolin	"Cholecystitis, Acute"
cefazolin	Genital infection
cefazolin	Renal Insufficiency
cefazolin	Function kidney decreased
cefdinir	"Bronchitis, Chronic"
cefdinir	Communicable Diseases
cefdinir	Pharyngitis
cefdinir	Tonsillitis
cefdinir	Acute maxillary sinusitis
cefdinir	Renal Insufficiency
cefdinir	Otitis media bacterial
cefdinir	Community acquired pneumonia
cefditoren	"Bronchitis, Chronic"
cefditoren	Communicable Diseases
cefditoren	Pharyngitis
cefditoren	Tonsillitis
cefditoren	Community acquired pneumonia
cefditoren	Streptococcus pyogenes pharyngitis
cefditoren	Renal Insufficiency
cefepime	Bronchitis
cefepime	Communicable Diseases
cefepime	Peritonitis
cefepime	Pneumonia
cefepime	Pyelonephritis
cefepime	Septicemia
cefepime	Urinary tract infection
cefepime	Lower respiratory tract infection
cefepime	Febrile Neutropenia
cefepime	Intraabdominal Infections
cefepime	Fever
cefepime	Liver Dysfunction
cefepime	Renal Insufficiency
cefepime	Bacteremia
cefepime	Hypotension
cefepime	Neutropenia
cefepime	Hematologic Neoplasms
cefepime	Bulla
cefepime	Cystic Fibrosis
cefepime	Group B streptococcal pneumonia
cefixime	Cystitis
cefixime	Gonorrhea
cefixime	Otitis Media
cefixime	Pharyngitis
cefixime	Sinusitis
cefixime	Tonsillitis
cefixime	Urethritis
cefixime	Acute bronchitis
cefixime	Renal Insufficiency
cefixime	Communicable Diseases
cefixime	"Bronchitis, Chronic"
cefixime	Rheumatic Fever
cefixime	Urinary tract infection
cefotaxime	Bacteremia
cefotaxime	Central Nervous System Infection
cefotaxime	Endometritis
cefotaxime	Gonorrhea
cefotaxime	Lung Abscess
cefotaxime	Meningitis
cefotaxime	Parametritis
cefotaxime	Pneumonia
cefotaxime	Septicemia
cefotaxime	"Skin Diseases, Infectious"
cefotaxime	Urinary tract infection
cefotaxime	Lower respiratory tract infection
cefotaxime	Enterococcal infection
cefotaxime	Gynecological infection
cefotaxime	Neurological ventriculitis
cefotaxime	Communicable Diseases
cefotaxime	Intraabdominal Infections
cefotaxime	Peritonitis
cefotaxime	"Septicaemia due to gram-negative organism, unspecified"
cefotaxime	Ototoxicity
cefotaxime	Nephrotoxicity
cefotaxime	Renal Insufficiency
cefotaxime	"Pneumonia, Bacterial"
cefotaxime	Borrelia Infections
cefotaxime	Bronchiectasis
cefotaxime	Cellulitis
cefotaxime	"Bronchitis, Chronic"
cefotaxime	Cystitis
cefotaxime	Osteomyelitis
cefotaxime	Respiratory Tract Infections
cefotaxime	Wound Infection
cefotaxime	Pyelonephritis chronic
cefotaxime	Soft Tissue Infections
cefotaxime	Pelvic Inflammatory Disease
cefotaxime	Asymptomatic bacteriuria
cefotaxime	Bone and joint infections
cefotaxime	"Arthritis, Bacterial"
cefotaxime	Other bacterial diseases
cefoxitin	Communicable Diseases
cefoxitin	Endometritis
cefoxitin	Lung Abscess
cefoxitin	Parametritis
cefoxitin	Peritonitis
cefoxitin	Pneumonia
cefoxitin	Septicemia
cefoxitin	Urinary tract infection
cefoxitin	Lower respiratory tract infection
cefoxitin	Pelvic Inflammatory Disease
cefoxitin	Abdominal Abscess
cefoxitin	Bone and joint infections
cefoxitin	Intraabdominal Infections
cefoxitin	Gynecological infection
cefoxitin	Renal Insufficiency
cefoxitin	Abscess
cefoxitin	Endocarditis
cefoxitin	Pelvic Infection
cefoxitin	Respiratory Tract Infections
cefoxitin	Coinfection
cefpodoxime	Abscess
cefpodoxime	"Bronchitis, Chronic"
cefpodoxime	Communicable Diseases
cefpodoxime	Cystitis
cefpodoxime	Diarrhea
cefpodoxime	Gonorrhea
cefpodoxime	Influenza
cefpodoxime	Ear Inflammation
cefpodoxime	Pharyngitis
cefpodoxime	Rheumatic Fever
cefpodoxime	"Skin Diseases, Infectious"
cefpodoxime	Tonsillitis
cefpodoxime	Urinary tract infection
cefpodoxime	Acute maxillary sinusitis
cefpodoxime	Community acquired pneumonia
cefpodoxime	Renal Insufficiency
cefpodoxime	Otitis media acute
cefprozil	Communicable Diseases
cefprozil	Otitis Media
cefprozil	Pharyngitis
cefprozil	Rheumatic Fever
cefprozil	Tonsillitis
cefprozil	Urinary tract infection
cefprozil	Acute sinusitis
cefprozil	Acute cystitis
cefprozil	Renal Insufficiency
cefprozil	Cystitis
cefprozil	Abscess
cefprozil	Bacterial Infections
cefprozil	"Bronchitis, Chronic"
cefprozil	Streptococcal Infections
cefprozil	Acute bronchitis
cefprozil	Influenza
ceftazidime	Abscess
ceftazidime	Bacteremia
ceftazidime	Bronchiectasis
ceftazidime	Bronchitis
ceftazidime	Bronchopneumonia
ceftazidime	Bursitis
ceftazidime	Cellulitis
ceftazidime	Communicable Diseases
ceftazidime	Cystitis
ceftazidime	Enterocolitis
ceftazidime	Erysipelas
ceftazidime	Kidney Calculi
ceftazidime	Mastitis
ceftazidime	Mastoiditis
ceftazidime	Osteitis
ceftazidime	Osteomyelitis
ceftazidime	Otitis Media
ceftazidime	Pleurisy
ceftazidime	Pneumonia
ceftazidime	Pyelitis
ceftazidime	Respiratory Tract Infections
ceftazidime	Septicemia
ceftazidime	Urethritis
ceftazidime	Urinary tract infection
ceftazidime	Injury wounds
ceftazidime	Pyelonephritis chronic
ceftazidime	Soft Tissue Infections
ceftazidime	Abdominal Abscess
ceftazidime	Coinfection
ceftazidime	Sepsis neonatal
ceftazidime	Bone and joint infections
ceftazidime	Intraabdominal Infections
ceftazidime	Renal Insufficiency
ceftazidime	"Arthritis, Bacterial"
ceftazidime	Peritonitis
ceftazidime	Pseudomonas Infections
ceftazidime	Meningitis
ceftazidime	Lower respiratory tract infection
ceftazidime	Central Nervous System Infection
ceftazidime	Endometritis
ceftazidime	Parametritis
ceftazidime	Immunocompromised Host
ceftazidime	Sepsis
ceftazidime	Bacterial sepsis
ceftazidime	Gynecological infection
ceftazidime	Cystic Fibrosis
ceftriaxone	Communicable Diseases
ceftriaxone	Gonorrhea
ceftriaxone	Meningitis
ceftriaxone	Urinary tract infection
ceftriaxone	Lower respiratory tract infection
ceftriaxone	Group B streptococcal pneumonia
ceftriaxone	Bacterial sepsis
ceftriaxone	Bone and joint infections
ceftriaxone	Intraabdominal Infections
ceftriaxone	Pneumonia
ceftriaxone	"Jaundice, Obstructive"
ceftriaxone	Cholecystitis chronic
ceftriaxone	"Cholecystitis, Acute"
ceftriaxone	Shunt infection
ceftriaxone	Otitis media bacterial
ceftriaxone	Peritonitis
ceftriaxone	Respiratory Tract Infections
ceftriaxone	Injury wounds
ceftriaxone	Sepsis
ceftriaxone	Genital infection
ceftriaxone	Renal Insufficiency
cefuroxime	Communicable Diseases
cefuroxime	Gonorrhea
cefuroxime	Meningitis
cefuroxime	Pneumonia
cefuroxime	Urinary tract infection
cefuroxime	Lower respiratory tract infection
cefuroxime	Soft Tissue Infections
cefuroxime	Bone and joint infections
cefuroxime	Septicemia
cefuroxime	Overgrowth bacterial
cefuroxime	Coinfection
cefuroxime	Renal Insufficiency
cefuroxime	"Pneumonia, Bacterial"
cefuroxime	Bronchiectasis
cefuroxime	Cellulitis
cefuroxime	"Bronchitis, Chronic"
cefuroxime	Cystitis
cefuroxime	Erysipelas
cefuroxime	Liver diseases
cefuroxime	Lung Abscess
cefuroxime	Osteomyelitis
cefuroxime	Otitis Media
cefuroxime	Peritonitis
cefuroxime	Pharyngitis
cefuroxime	Respiratory Tract Infections
cefuroxime	Sinusitis
cefuroxime	Tonsillitis
cefuroxime	Wound Infection
cefuroxime	Pyelonephritis chronic
cefuroxime	Pelvic Inflammatory Disease
cefuroxime	Asymptomatic bacteriuria
cefuroxime	"Arthritis, Bacterial"
cefuroxime	Bacterial Infections
cefuroxime	Lyme Disease
cefuroxime	Maxillary Sinusitis
cefuroxime	Rheumatic Fever
cefuroxime	Streptococcal Infections
cefuroxime	Acute bronchitis
cefuroxime	Otitis media bacterial
cefuroxime	Erythema migrans
cefuroxime	"Septicaemia due to gram-negative organism, unspecified"
cefuroxime	Impetigo
cefuroxime	Hypersensitivity
celecoxib	Arthritis
celecoxib	Rheumatoid Arthritis
celecoxib	Intestinal Polyps
celecoxib	Degenerative polyarthritis
celecoxib	Adenomatous Polyposis Coli
celecoxib	polyps
celecoxib	Soft Tissue Injuries
celecoxib	Ankylosing spondylitis
celecoxib	Primary dysmenorrhea
celecoxib	Acute onset pain
celecoxib	Dysmenorrhea
celecoxib	Hypertensive disease
celecoxib	Inflammation
celecoxib	Pain
celecoxib	Sprain
celecoxib	Wounds and Injuries
