name1,name2,,,,
Anidulafungin,Voriconazole,19995928,http://www.ncbi.nlm.nih.gov/pubmed/ 19995928,"Meletiadis J, Pournaras S, Roilides E, Walsh TJ. (2010) Defining fractional inhibitory concentration index cutoffs for additive interactions based on self-drug additive combinations, Monte Carlo simulation analysis, and in vitro-in vivo correlation data for antifungal drug combinations against Aspergillus fumigatus. Antimicrob Agents Chemother. 54(2):602-9.",
Anidulafungin,Voriconazole,16048988,http://www.ncbi.nlm.nih.gov/pubmed/16048988,"Philip A, Odabasi Z, Rodriguez J, Paetznick VL, Chen E, Rex JH, Ostrosky-Zeichner L. (2005) In vitro synergy testing ofwith itraconazole, voriconazole, and amphotericin B against Aspergillus spp. and Fusarium spp. Antimicrob Agents Chemother. 49(8):3572-4.",
Anidulafungin,Voriconazole,19307368,http://www.ncbi.nlm.nih.gov/pubmed/19307368,"Petraitis V, Petraitiene R, Hope WW, Meletiadis J, Mickiene D, Hughes JE, Cotton MP, Stergiopoulou T, Kasai M, Francesconi A, Schaufele RL, Sein T, Avila NA, Bacher J, Walsh TJ. (2009) Combination therapy in treatment of experimental pulmonary aspergillosis: in vitro and in vivo correlations of the concentration- and dose- dependent interactions betweenand voriconazole by Bliss independence drug interaction analysis. Antimicrob Agents Chemother. 53(6):2382-91.",
Anidulafungin,Ravuconazole,18195067,http://www.ncbi.nlm.nih.gov/pubmed/18195067,"Cuenca-Estrella M., Alastruey-Lzquierdo A., Alcazar-Fuoli L., Bernal-Martinez L., Gomez-Lopez A., Buitrago M.J., Mellado E., Rodriguez-Tudela J.L. (2008) In vitro activities of 35 double combinations of antifungal agents against Scedosporium apiospermum and Scedosporium prolificans. Antimicrobial Agents and Chemotherapy 52:1136-1139. DOI: 10.1128/aac.01160-07",
Atovaquone,Trimethoprim,9021174,http://www.ncbi.nlm.nih.gov/pubmed/ 9021174,"Walzer PD, Runck J, Orr S, Foy J, Steele P, White M. (1997) Clinically used antimicrobial drugs against experimental pneumocystosis, singly and in combination: analysis of drug interactions and efficacies. Antimicrob Agents Chemother. 41(2):242-50.",
Azithromycin,Amphotericin B,9511049,http://www.ncbi.nlm.nih.gov/pubmed/ 9511049,"Clancy CJ, Nguyen MH. (1998) The combination of amphotericin B and azithromycin as a potential new therapeutic approach to fusariosis. J Antimicrob Chemother. 41(1):127-30.",
Azithromycin,Amphotericin B,9447909,http://www.ncbi.nlm.nih.gov/pubmed/ 9447909,"Nguyen MH, Clancy CJ, Yu YC, Lewin AS. (1997) Potentiation of antifungal activity of amphotericin B by azithromycin against Aspergillus species. Eur J Clin Microbiol Infect Dis. 16(11):846-8.",
bacitracin,Rifampin,2039211,http://www.ncbi.nlm.nih.gov/pubmed/ 2039211,"Bacon AE, McGrath S, Fekety R, Holloway WJ. (1991) In vitro synergy studies with Clostridium difficile. Antimicrob Agents Chemother. 35(3):582-3.",
bafilomycin A1,Caspofungin,10681348,http://www.ncbi.nlm.nih.gov/pubmed/ 10681348,"Del Poeta M, Cruz MC, Cardenas ME, Perfect JR, Heitman J. (2000) Synergistic antifungal activities of bafilomycin A(1), fluconazole, and the pneumocandin MK-0991/caspofungin acetate (L-743,873) with calcineurin inhibitors FK506 and L-685,818 against Cryptococcus neoformans. Antimicrob Agents Chemother. 44(3):739-46.",
bafilomycin A1,FK506,10681348,http://www.ncbi.nlm.nih.gov/pubmed/ 10681348,"Del Poeta M, Cruz MC, Cardenas ME, Perfect JR, Heitman J. (2000) Synergistic antifungal activities of bafilomycin A(1), fluconazole, and the pneumocandin MK-0991/caspofungin acetate (L-743,873) with calcineurin inhibitors FK506 and L-685,818 against Cryptococcus neoformans. Antimicrob Agents Chemother. 44(3):739-46.",
Beauvericin,Ketoconazole,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Berberine,Ketoconazole,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Berberine,Fluconazole,16495278,http://www.ncbi.nlm.nih.gov/pubmed/16495278,"Quan H., Cao Y.Y., Xu Z., Zhao J.X., Gao P.H., Qin X.F., Jiang Y.Y. (2006) Potent in vitro synergism of fluconazole and berberine chloride against clinical isolates of Candida albicans resistant to fluconazole. Antimicrobial Agents and Chemotherapy 50:1096-1099. DOI: 10.1128/aac.50.3.1096-1099.2006.",
Bifonazole,Nikkomycin X,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
Bifonazole,Nikkomycin Z,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
Bupivacaine,Amphotericin B,16527460,http://www.ncbi.nlm.nih.gov/pubmed/ 16527460,"Rodrigues AG, Araujo R, Pina-Vaz C. (2006) Interaction of local anaesthetics with other antifungal agents against pathogenic Aspergillus. Int J Antimicrob Agents. 27(4):339-43.",
Bupivacaine,Caspofungin,16527460,http://www.ncbi.nlm.nih.gov/pubmed/ 16527460,"Rodrigues AG, Araujo R, Pina-Vaz C. (2006) Interaction of local anaesthetics with other antifungal agents against pathogenic Aspergillus. Int J Antimicrob Agents. 27(4):339-43.",
Bupivacaine,Itraconazole,16527460,http://www.ncbi.nlm.nih.gov/pubmed/ 16527460,"Rodrigues AG, Araujo R, Pina-Vaz C. (2006) Interaction of local anaesthetics with other antifungal agents against pathogenic Aspergillus. Int J Antimicrob Agents. 27(4):339-43.",
Bupivacaine,nikkomycin Z,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
Calyculin A,Cantharidin,18622389,http://www.ncbi.nlm.nih.gov/pubmed/18622389,"Hoon S., Smith A.M., Wallace I.M., Suresh S., Miranda M., Fung E., Proctor M., Shokat K.M., Zhang C., Davis R.W., Giaever G., StOnge R.P., Nislow C. (2008) An integrated platform of genomic assays reveals small-molecule bioactivities. Nature Chemical Biology 4:498-506. DOI: 10.1038/nchembio.100.",
Cantharidin,Calyculin A,18622389,http://www.ncbi.nlm.nih.gov/pubmed/18622389,"Hoon S., Smith A.M., Wallace I.M., Suresh S., Miranda M., Fung E., Proctor M., Shokat K.M., Zhang C., Davis R.W., Giaever G., StOnge R.P., Nislow C. (2008) An integrated platform of genomic assays reveals small-molecule bioactivities. Nature Chemical Biology 4:498-506. DOI: 10.1038/nchembio.100.",
Caspofungin,Amphotericin B,19029317,http://www.ncbi.nlm.nih.gov/pubmed/ 19029317,"Kiraz N, Dag I, Yamac M, Kiremitci A, Kasifoglu N, Akgun Y. (2009) Antifungal activity ofin combination with amphotericin B against Candida glabrata: comparison of disk diffusion, Etest, and time-kill methods. Antimicrob Agents Chemother. 53(2):788-90.",
Caspofungin,Amphotericin B,21282457,http://www.ncbi.nlm.nih.gov/pubmed/ 21282457,"Chaturvedi V, Ramani R, Andes D, Diekema DJ, Pfaller MA, Ghannoum MA, Knapp C, Lockhart SR, Ostrosky-Zeichner L, Walsh TJ, Marchillo K, Messer S, Welshenbaugh AR, Bastulli C, Iqbal N, Paetznick VL, Rodriguez J, Sein T. (2011) Multilaboratory testing of two-drug combinations of antifungals against Candida albicans, Candida glabrata, and Candida parapsilosis. Antimicrob Agents Chemother. 55(4):1543-8.",
Caspofungin,Amphotericin B,16723597,http://www.ncbi.nlm.nih.gov/pubmed/16723597,"Cuenca-Estrella M, Gomez-Lopez A, Buitrago MJ, Mellado E, Garcia-Effron G, Rodriguez-Tudela JL. (2006) In vitro activities of 10 combinations of antifungal agents against the multiresistant pathogen Scopulariopsis brevicaulis. Antimicrob Agents Chemother. 50(6):2248-50.",
Caspofungin,Amphotericin B,11751145,http://www.ncbi.nlm.nih.gov/pubmed/11751145,"Arikan S, Lozano-Chiu M, Paetznick V, Rex JH. (2002) In vitro synergy ofand amphotericin B against Aspergillus and Fusarium spp. Antimicrob Agents Chemother. 46(1):245-7.",
Caspofungin,Bafilomycin A1,10681348,http://www.ncbi.nlm.nih.gov/pubmed/ 10681348,"Del Poeta M, Cruz MC, Cardenas ME, Perfect JR, Heitman J. (2000) Synergistic antifungal activities of bafilomycin A(1), fluconazole, and the pneumocandin MK-0991/caspofungin acetate (L-743,873) with calcineurin inhibitors FK506 and L-685,818 against Cryptococcus neoformans. Antimicrob Agents Chemother. 44(3):739-46.",
Caspofungin,Bupivacaine,16527460,http://www.ncbi.nlm.nih.gov/pubmed/ 16527460,"Rodrigues AG, Araujo R, Pina-Vaz C. (2006) Interaction of local anaesthetics with other antifungal agents against pathogenic Aspergillus. Int J Antimicrob Agents. 27(4):339-43.",
Caspofungin,Cyclic peptide 6752,20106636,http://www.ncbi.nlm.nih.gov/pubmed/ 20106636,"Harris MR, Coote PJ. (2010) Combination ofor anidulafungin with antimicrobial peptides results in potent synergistic killing of Candida albicans and Candida glabrata in vitro. Int J Antimicrob Agents. 35(4):347-56.",
Caspofungin,Cyclic peptide GS14K4,20106636,http://www.ncbi.nlm.nih.gov/pubmed/ 20106636,"Harris MR, Coote PJ. (2010) Combination ofor anidulafungin with antimicrobial peptides results in potent synergistic killing of Candida albicans and Candida glabrata in vitro. Int J Antimicrob Agents. 35(4):347-56.",
Caspofungin,Cyclosporine,15105118,http://www.ncbi.nlm.nih.gov/pubmed/15105118,"Steinbach WJ, Schell WA, Blankenship JR, Onyewu C, Heitman J, Perfect JR. (2004) In vitro interactions between antifungals and immunosuppressants against Aspergillus fumigatus. Antimicrob Agents Chemother. 48(5):1664-9.",
Caspofungin,Dermaseptin S3,20106636,http://www.ncbi.nlm.nih.gov/pubmed/ 20106636,"Harris MR, Coote PJ. (2010) Combination ofor anidulafungin with antimicrobial peptides results in potent synergistic killing of Candida albicans and Candida glabrata in vitro. Int J Antimicrob Agents. 35(4):347-56.",
Caspofungin,Flucytosine,14506059,http://www.ncbi.nlm.nih.gov/pubmed/ 14506059,"Schwarz P, Dromer F, Lortholary O, Dannaoui E. (2003) In vitro interaction of flucytosine with conventional and new antifungals against Cryptococcus neoformans clinical isolates. Antimicrob Agents Chemother. 47(10):3361-4.",
Caspofungin,Flucytosine,14982791,http://www.ncbi.nlm.nih.gov/pubmed/ 14982791,"Dannaoui E, Lortholary O, Dromer F. (2004) In vitro evaluation of double and triple combinations of antifungal drugs against Aspergillus fumigatus and Aspergillus terreus. Antimicrob Agents Chemother. 48(3):970-8.",
Caspofungin,Itraconazole,12654681,http://www.ncbi.nlm.nih.gov/pubmed/ 12654681,"Shalit I, Shadkchan Y, Samra Z, Osherov N. (2003) In vitro synergy ofand itraconazole against Aspergillus spp.: MIC versus minimal effective concentration end points. Antimicrob Agents Chemother. 47(4):1416-8.",
Caspofungin,Lidocaine,16527460,http://www.ncbi.nlm.nih.gov/pubmed/ 16527460,"Rodrigues AG, Araujo R, Pina-Vaz C. (2006) Interaction of local anaesthetics with other antifungal agents against pathogenic Aspergillus. Int J Antimicrob Agents. 27(4):339-43.",
Caspofungin,Magainin 2,20106636,http://www.ncbi.nlm.nih.gov/pubmed/ 20106636,"Harris MR, Coote PJ. (2010) Combination ofor anidulafungin with antimicrobial peptides results in potent synergistic killing of Candida albicans and Candida glabrata in vitro. Int J Antimicrob Agents. 35(4):347-56.",
Caspofungin,Posaconazole,16723597,http://www.ncbi.nlm.nih.gov/pubmed/16723597,"Cuenca-Estrella M, Gomez-Lopez A, Buitrago MJ, Mellado E, Garcia-Effron G, Rodriguez-Tudela JL. (2006) In vitro activities of 10 combinations of antifungal agents against the multiresistant pathogen Scopulariopsis brevicaulis. Antimicrob Agents Chemother. 50(6):2248-50.",
Caspofungin,Posaconazole,16048980,http://www.ncbi.nlm.nih.gov/pubmed/ 16048980,"Oliveira ER, Fothergill AW, Kirkpatrick WR, Coco BJ, Patterson TF, Redding SW. (2005) In vitro interaction of posaconazole andagainst clinical isolates of Candida glabrata. Antimicrob Agents Chemother. 49(8):3544-5.",
Caspofungin,Posaconazole,17576835,http://www.ncbi.nlm.nih.gov/pubmed/17576835,"Guembe M, Guinea J, Pelï¿½ï¿½ez T, Torres-Narbona M, Bouza E. (2007) Synergistic effect of posaconazole andagainst clinical zygomycetes. Antimicrob Agents Chemother. 51(9):3457-8.",
Caspofungin,Ranalexin,20106636,http://www.ncbi.nlm.nih.gov/pubmed/ 20106636,"Harris MR, Coote PJ. (2010) Combination ofor anidulafungin with antimicrobial peptides results in potent synergistic killing of Candida albicans and Candida glabrata in vitro. Int J Antimicrob Agents. 35(4):347-56.",
Caspofungin,Staurosporine,15388447,http://www.ncbi.nlm.nih.gov/pubmed/ 15388447,"Markovich S, Yekutiel A, Shalit I, Shadkchan Y, Osherov N. (2004) Genomic approach to identification of mutations affectingsusceptibility in Saccharomyces cerevisiae. Antimicrob Agents Chemother. 48(10):3871-6.",
Caspofungin,Sulfamethoxazole,15328085,http://www.ncbi.nlm.nih.gov/pubmed/15328085,"Yekutiel A, Shalit I, Shadkchan Y, Osherov N. (2004) In vitro activity ofcombined with sulfamethoxazole against clinical isolates of Aspergillus spp. Antimicrob Agents Chemother. 48(9):3279-83.",
Caspofungin,FK506,15105118,http://www.ncbi.nlm.nih.gov/pubmed/15105118,"Steinbach WJ, Schell WA, Blankenship JR, Onyewu C, Heitman J, Perfect JR. (2004) In vitro interactions between antifungals and immunosuppressants against Aspergillus fumigatus. Antimicrob Agents Chemother. 48(5):1664-9.",
Caspofungin,Terbinafine,15120736,http://www.ncbi.nlm.nih.gov/pubmed/ 15120736,"Gil-Lamaignere C, Mï¿½ï¿½ller FM. (2004) Differential effects of the combination ofand terbinafine against Candida albicans, Candida dubliniensis and Candida kefyr. Int J Antimicrob Agents. 23(5):520-3.",
Caspofungin,Terbinafine,19289531,http://www.ncbi.nlm.nih.gov/pubmed/ 19289531,"Cavalheiro AS, Maboni G, de Azevedo MI, Argenta JS, Pereira DI, Spader TB, Alves SH, Santurio JM. (2009) In Vitro activity of terbinafine combined withand azoles against Pythium insidiosum. Antimicrob Agents Chemother. 53(5):2136-8.",
Caspofungin,Voriconazole,18299413,http://www.ncbi.nlm.nih.gov/pubmed/ 18299413,"Stergiopoulou T, Meletiadis J, Sein T, Papaioannidou P, Tsiouris I, Roilides E, Walsh TJ. (2008) Isobolographic analysis of pharmacodynamic interactions between antifungal agents and ciprofloxacin against Candida albicans and Aspergillus fumigatus. Antimicrob Agents Chemother. 52(6):2196-204.",
Caspofungin,Voriconazole,15728937,http://www.ncbi.nlm.nih.gov/pubmed/ 15728937,"Cuenca-Estrella M, Gomez-Lopez A, Garcia-Effron G, Alcazar-Fuoli L, Mellado E, Buitrago MJ, Rodriguez-Tudela JL. (2005) Combined activity in vitro of caspofungin, amphotericin B, and azole agents against itraconazole-resistant clinical isolates of Aspergillus fumigatus. Antimicrob Agents Chemother. 49(3):1232-5.",
Caspofungin,Voriconazole,20194697,http://www.ncbi.nlm.nih.gov/pubmed/ 20194697,"Kiraz N, Dag I, Yamac M, Kiremitci A, Kasifoglu N, Oz Y. (2010) Synergistic activities of three triazoles withagainst Candida glabrata isolates determined by time-kill, Etest, and disk diffusion methods. Antimicrob Agents Chemother. 54(5):2244-7.",
Caspofungin,Amphotericin B,20202797,http://www.ncbi.nlm.nih.gov/pubmed/ 20202797,"Li H, Lu Q, Wan Z, Zhang J. (2010) In vitro combined activity of amphotericin B,and voriconazole against clinical isolates of Trichosporon asahii. Int J Antimicrob Agents. 35(6):550-2.",
Caspofungin,Voriconazole,20202797,http://www.ncbi.nlm.nih.gov/pubmed/ 20202797,"Li H, Lu Q, Wan Z, Zhang J. (2010) In vitro combined activity of amphotericin B,and voriconazole against clinical isolates of Trichosporon asahii. Int J Antimicrob Agents. 35(6):550-2.",
Caspofungin,Itraconazole,12654681,http://www.ncbi.nlm.nih.gov/pubmed/12654681,"Shalit I., Shadkchan Y., Samra Z., Osherov N. (2003) In vitro synergy ofand itraconazole against Aspergillus spp.: MIC versus minimal effective concentration end points. Antimicrobial Agents and Chemotherapy 47:1416-1418. DOI: 10.1128/aac.47.4.1416-1418.2003.",
Caspofungin,Posaconazole,16048980,http://www.ncbi.nlm.nih.gov/pubmed/16048980,"Oliveira E.R., Fothergill A.W., Kirkpatrick W.R., Coco B.J., Patterson T.F., Redding S.W. (2005) In vitro interaction of posaconazole andagainst clinical isolates of Candida glabrata. Antimicrobial Agents and Chemotherapy 49:3544-3545. DOI: 10.1128/aac.49.8.3544-3545.2005.",
Caspofungin,Terbinafine,19289531,http://www.ncbi.nlm.nih.gov/pubmed/19289531,"Cavalheiro A.S., Maboni G., de Azevedo M.I., Argenta J.S., Pereira D.I.B., Spader T.B., Alves S.H., Santurio J.M. (2009) In Vitro Activity of Terbinafine Combined withand Azoles against Pythium insidiosum. Antimicrobial Agents and Chemotherapy 53:2136-2138. DOI: 10.1128/aac.01506-08.",
Caspofungin,Fluconazole,20029371,http://www.ncbi.nlm.nih.gov/pubmed/20029371,"Jansen G., Lee A.Y., Epp E., Fredette A., Surprenant J., Harcus D., Scott M., Tan E., Nishimura T., Whiteway M., Hallett M., Thomas D.Y. (2009) Chemogenomic profiling predicts antifungal synergies. Molecular Systems Biology 5. DOI: 10.1038/msb.2009.95.",
